scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Project,Project_id,Startpoint,start point test,Endpoint,End point test,Ausbau,Bestand,subst_name0,matching1%,matching2%,Coordinate0,subst_name1,Coordinate1,Voltage,s_nom.1,NOVA-Type,Comments
P408,29512,32720,32683,,AC,,,,,,,,,1,2035,40,,9.25514922,,,,,,,,,,,Bochum,Güstrow,Hattingen,Siedenbrünzow,,152,Station Bochum,60,69.23,7.1793735100712075 51.47220069047802,Station Hattingen,7.167956726297289 51.38931989073198,7.93775116,380,,Errichtung einer Leitung: Ersatz- neubau
P408,29513,,,,AC,,,,,,,,,1,2035,40,,,6,,,,,,,,,,Emscherbruch,Siedenbrünzow,Bochum / Eiberg,Putlitz / Süd,,,,,,,,,196.8792186,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P450,29514,,34773,,AC,,,,,,,,,1,2035,40,,388.4411729,,,,,,,,,BBPIG,60,Putlitz / SÃ¼d,Graustein,Putlitz,Bärwalde,,22,,,53.85,,Umspannwerk Putlitz,12.087770145624637 53.25096102751974,445.588977,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P450,29515,34773,32614,,AC,,,,,,,,,1,2035,40,,24.11287016,,,,,,,,,BBPIG,60,Putlitz,Aachen,Perleberg,Aachen,,26,Umspannwerk Putlitz,53.85,60,12.087770145624637 53.25096102751974,Umspannwerk Perleberg,11.852340511063945 53.08685484855226,25.05613482,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P450,29516,32614,,,AC,,,,,,,,,1,2035,40,,,,,,,,,,,BBPIG,60,Perleberg,Saarland,Stendal / West,Saarwellingen,,8.3,Umspannwerk Perleberg,60,,11.852340511063945 53.08685484855226,,,288.5549387,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P450,29517,31759,35264,,AC,,,,,,,,,1,2035,40,,63.79914871,,,,,,,,,BBPIG,60,GÃ¼strow,Aschaffenburg,SiedenbrÃ¼nzow,Urberach,29.5,,Umspannwerk GÃ¼strow,53.85,100,12.18580202996256 53.81602837061954,SiedenbrÃ¼nzow,13.143068658999566 53.907546811967244,62.96365186,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P450,29518,35264,,,AC,,,,,,,,,1,2035,40,,,,,,,,,,,BBPIG,60,SiedenbrÃ¼nzow,Gersteinwerk,Putlitz / SÃ¼d,Lippe,,34,SiedenbrÃ¼nzow,100,,13.143068658999566 53.907546811967244,,,100.2701447,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P451,29519,31637,34154,,AC,,,,,,,,,1,2030,40,,15.82262142,,,,,,,,,BBPIG,62,Graustein,Lippe,BÃ¤rwalde,Mengede,,,Graustein,100,100,14.471920575633378 51.55412023622933,BÃ¤rwalde,14.508109226522716 51.41371040664038,15.82262142,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P462,29520,,31248,,AC,,,,,,,,,1,2028,40,,576.5774618,,,,,,,,,BBPIG,75,Aachen,Walsum,Zukunft,Beeck,,8.5,,,50,,Umspannanlage Zukunft,6.300916694699705 50.82893923288616,576.5774618,380,,Errichtung einer Leitung: Ersatzneubau
P462,29521,31248,31071,,AC,,,,,,,,,1,2028,40,,9.875510898,,,,,,,,,BBPIG,75,Zukunft,Niederrhein,Verlautenheide,Walsum,,26.6,Umspannanlage Zukunft,50,77.78,6.300916694699705 50.82893923288616,Station Verlautenheide,6.167365723785745 50.802064506580734,9.875510898,380,,Errichtung einer Leitung: Ersatzneubau
P464,29522,,33004,,AC,,,,,,,,,1,2028,40,,166.734818,6,,,,,,,,,,Punkt Fraulautern,Sechtem,Saarwellingen,Weissenthurm,,77,,,76.47,,Station Saarwellingen,6.76597464448081 49.360090798837405,166.734818,80,,Errichtung einer Leitung: Ersatzneubau
P464,29523,,33004,,AC,,,,,,,,,1,2028,40,,166.734818,9,,,,,,,,,,Diefflen,Niederstedem,Saarwellingen,Bauler,,22,,,76.47,,Station Saarwellingen,6.76597464448081 49.360090798837405,404.7815163,380,,Errichtung einer Leitung: Ersatzneubau
P464,29524,,33004,,AC,,,,,,,,,1,2028,40,,166.734818,6,,,,,,,,,,Punkt Fraulautern,Bauler,Saarwellingen,Bundesgrenze,,,,,76.47,,Station Saarwellingen,6.76597464448081 49.360090798837405,0.926722125,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P500,29525,,30972,,AC,,,,,,,,,1,2035,40,,199.7455955,6,,,,,,,,,,Aschaffenburg/neu,Limburg,Urberach,Eschborn,60,10,,,57.14,,Umspannwerk Urberach,8.772275034667414 49.974574340406285,246.053674,380,,Errichtung einer Leitung: Neubau in neuer Trasse
P501,29526,32238,33571,,AC,,,,,,,,,1,2035,40,,21.44832708,12,,,,,,,,,,Gersteinwerk,Eschborn,Lippe,Kriftel,60,,Station Gersteinwerk,75,55.56,7.709038739055074 51.676466718364246,Station Lippe,7.403376981173483 51.644462035314646,21.44832708,380,,Errichtung einer Leitung: Ersatz- neubau
P501,29527,33571,31794,,AC,,,,,,,,,1,2035,40,,8.395976683,12,,,,,,,,,,Lippe,Lauchstädt,Mengede,Leuna / Merseburg / Weißenfels,,59,Station Lippe,55.56,63.64,7.403376981173483 51.644462035314646,Station Mengede,7.353019672408016 51.57582114158172,8.395976683,380,,Errichtung einer Leitung: Ersatz- neubau
P502,29528,31103,31948,,AC,,,,,,,,,1,2028,40,,5.256370355,,,,,,,,,,,Walsum,Leuna / Merseburg / Weißenfels,Beeck,Pulgar,,,Station Walsum,60,55.56,6.715197472199204 51.52680805256347,Station Beeck,6.72256984428959 51.47978770959548,5.256370355,380,,Errichtung einer Leitung: Ersatz- neubau
P503,29529,31097,31103,,AC,,,,,,,,,1,2035,40,,13.50987979,,,,,,,,,,,Niederrhein,Thyrow,Walsum,Mahlow,20,25,Station Niederrhein,73.33,60,6.6807962637334715 51.646328801088394,Station Walsum,6.715197472199204 51.52680805256347,13.50987979,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P504,29530,30904,,,AC,,,,,,,,,1,2030,40,,,,,,,,,,,,,Sechtem,Mahlow,Weissenthurm, Berlin / Südost / Lichterfelde,,,Station Sechtem,63.64,,6.972459875900362 50.79563726078529,,,55.25329004,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P505,29531,33957,32989,,AC,,,,,,,,,1,2030,40,,19.37276714,,,,,,,,,,,Niederstedem, Berlin / Südost / Lichterfelde,Bauler,Mitte,,,Station Niederstedem,75,80,6.475062982714686 49.92260878493446,SA Bauler,6.21102034998242 49.95862577949023,19.37276714,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P505,29532,32989,,,AC,,,,,,,,,1,2030,40,,,,,,,,,,,,,Bauler,Malchow,Bundesgrenze Luxemburg,Moabit,18,,SA Bauler,80,,6.21102034998242 49.95862577949023,,,442.8929715,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P509,29533,32477,,,AC,,,,,,,,,1,2040,40,,,,,,,,,,,,,Limburg,Moabit,Eschborn, Reuter,,,Station Limburg,63.64,,8.06579435011156 50.40646889728762,,,335.4301112,380,,Errichtung einer Leitung: Neubau in neuer Trasse
P509,29534,,32082,,AC,,,,,,,,,1,2040,40,,44.95372666,3,,,,,,,,,,Eschborn,,Kriftel,,,,,,53.85,,Umspannwerk Kriftel,8.471763441204741 50.097320201311256,44.95372666,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung
P528,29535,31603,,,AC,,,,,,,,,1,2040,40,,,,,,,,,,,,,LauchstÃ¤dt,,Leuna / Merseburg / WeiÃŸenfels,,,,Umspannwerk LauchstÃ¤dt,62.5,,11.894609645338448 51.406527815825655,,,380,,Errichtung einer Leitung: Ersatz- neubau,
P528,29536,,34958,,AC,,,,,,,,,1,2040,40,,38.69460697,,,,,,,,,,,Leuna / Merseburg / WeiÃŸenfels,,Pulgar,,,,,,50,,Umspannwerk Pulgar,12.337422954113398 51.19696836334348,38.69460697,380,,Errichtung einer Leitung: Ersatz- neubau
P531,29537,31549,,,AC,,,,,,,,,1,2035,40,,,6,,,,,,,,,,Thyrow,,Mahlow,,,,Umspannwerk Thyrow,50,,13.306340695859848 52.23082066002767,,,41.92421006,380,,Errichtung einer Leitung: Neubau in neuer Trasse
P531,29538,,,,AC,,,,,,,,,1,2035,40,,,6,,,,,,,,,,Mahlow,, Berlin / SÃ¼dost / Lichterfelde,,,,,,,,,,22.27649845,380,,Errichtung einer Leitung: Neubau in neuer Trasse
P531,29539,,31643,,AC,,,,,,,,,1,2035,40,,30.59878812,6,,,,,,,,,, Berlin / SÃ¼dost / Lichterfelde,,Mitte,,,,,,100,,Mitte,13.368653475247406 52.503147509807846,316.8206553,380,,Errichtung einer Leitung: Neubau in neuer Trasse
P531,29540,35247,,,AC,,,,,,,,,1,2035,40,,,,,,,,,,,,,Malchow,,Moabit,,,,Umspannwerk Malchow,53.85,,13.495562984152079 52.58992665896176,,,11.31866054,380,,Errichtung einer Leitung: Neubau in neuer Trasse
P531,29541,,,,AC,,,,,,,,,1,2035,40,,,,,,,,,,,,,Moabit,, Reuter,,,,,,,,,,6.906123021,380,,Errichtung einer Leitung: Neubau in neuer Trasse
