scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Project,Project_id,Startpoint,subst_name0,matching1%,matching2%,Coordinate0,Endpoint,subst_name1,Coordinate1,Voltage,s_nom.1,NOVA-Type,Comments,Coordinate1.1,Unnamed: 45,Unnamed: 46,Unnamed: 47,subst_name0.1
50HzT- P221,29321,,,,DC,,,,,,,,,1,2026,40,,,,,,,,,,,BBP,69,DC-Kabel Hansa PowerBridge (HPB),,,,,,,,427.1633221,380,700MW,Errichtung einer Leitung: Neubau in neuer Trasse,11.761256573490533 48.78931766794723,11.761256573490533 48.78931766794723,,,Umspannwerk Neustadt an der Donau
50HzT- P450,29322,35254,34117,,AC,,,,,,,,,1,2022,40,,68.12348115,,,,,,,,,BBP,61,Ragow,Umspannwerk Ragow,45.45,100,13.901128357714425 51.87617291731876,Streumen,Streumen,13.38336317738044 51.355589851528315,68.12348115,,,horizontal,13.38336317738044 51.355589851528315,13.38336317738044 51.355589851528315,,,Umspannwerk Zell
AMP-001,29323,31853,,,AC,,,,,,,,,1,2023,40,,,12,,,,,,,,EnLAG,2,Wehrendorf,Wehrendorf,100,,8.307757038447726 52.34563570215149,Punkt Lemförde,,,111.0924308,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,8.052813201940419 53.33191378148668, Stromtragfähigkeit 4000A,8.052813201940419 53.33191378148668,,Conneforde
AMP-001,29324,,,,AC,,,,,,,,,1,2023,40,,,,,,,,,,,EnLAG,2,Punkt Lemförde,,,,, St. Hülfe,,,30.02784023,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,8.403502360406835 52.60907601124505,8.403502360406835 52.60907601124505,,,Station Bochum
AMP-009,29325,31096,,,AC,,,,,,,,,1,2027,40,,,3,,,,,,,,EnLAG,5,Niederrhein,Station Niederrhein,73.33,,6.6807962637334715 51.646328801088394,Wettringen,,,447.2909313,380,,Errichtung einer Lei- tung: Ersatzneubau,10.693667277100568 48.56099494564423,10.693667277100568 48.56099494564423,,,Station Niederrhein
AMP-009,29326,31096,,,AC,,,,,,,,,1,2027,40,,,3,,,,,,,,EnLAG,5,Niederrhein,Station Niederrhein,73.33,,6.6807962637334715 51.646328801088394,Wettringen (Kabel),,,384.1271665,380,,Errichtung einer Lei- tung: Ersatzneubau,9.400581833297963 48.66696738721869,9.400581833297963 48.66696738721869,,,Umspannwerk Wendlingen
AMP-009,29327,,,,AC,,,,,,,,,1,2027,40,,,3,,,,,,,,EnLAG,5,Wettringen,,,,,Meppen,,,129.7399493,380,,Errichtung einer Leitung: Neubau in neuer Trasse,7.277153959089187 52.75324261801293,7.277153959089187 52.75324261801293,,,Umspannwerk Zell
AMP-010,29328,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"16,18",Gaste,,,,,Lüstringen,,,451.1881599,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,8.104639054942613 52.26510433337879,8.104639054942613 52.26510433337879,,,Graustein
AMP-010,29329,32037,31853,,AC,,,,,,,,,1,2021,40,,16.4999809,3,,,,,,,,EnLAG,"16,18",Lüstringen,Lüstringen,100,100,8.104639054942613 52.26510433337879,Wehrendorf,Wehrendorf,8.307757038447726 52.34563570215149,16.4999809,380,,Errichtung einer Lei- tung: Ersatzneubau,8.307757038447726 52.34563570215149,8.307757038447726 52.34563570215149,,,Wehrendorf
AMP-010,29330,32037,32096,,AC,,,,,,,,,1,2021,40,,26.58031477,3,,,,,,,,EnLAG,16.18,Lüstringen,Lüstringen,100,63.64,8.104639054942613 52.26510433337879,Hesseln,Station Hesseln,8.319013268377837 52.06589206021646,26.58031477,380,,Errichtung einer Lei- tung: Ersatzneubau,8.319013268377837 52.06589206021646,8.319013268377837 52.06589206021646,,,Station Bochum
AMP-010,29331,32096,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"16,18",Hesseln,Station Hesseln,63.64,,8.319013268377837 52.06589206021646,Gütersloh,,,343.6877605,380,,Errichtung einer Lei- tung: Ersatzneubau,13.307313467836156 52.493747124416,13.307313467836156 52.493747124416,,,Umspannwerk Münstersche Straße
AMP-014,29332,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Punkt Fellerhöfe,,,,,Punkt St. Tönis,,,420.2967431,380,,Errichtung einer Lei- tung: Ersatzneubau,6.518713830813268 51.32384889536959,6.518713830813268 51.32384889536959,,,Station Bochum
AMP-014,29333,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Punkt St. Tönis,,,,,Punkt Hüls-West,,,299.8586707,380,,Errichtung einer Lei- tung: Ersatzneubau,10.633479541568006 50.60563609595998,10.633479541568006 50.60563609595998,,,Suhl/West
AMP-014,29334,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Utfort ,,,,,Punkt Hüls-West,,,297.8105822,380,,Errichtung einer Lei- tung: Ersatzneubau,10.633479541568006 50.60563609595998,10.633479541568006 50.60563609595998,,,Suhl/West
AMP-014,29335,31188,31421,,AC,,,,,,,,,1,2021,40,,19.76841319,3,,,,,,,,EnLAG,"14,15",Osterath,Station Osterath,66.67,69.23,6.625829004351699 51.26061129731316,Gohrpunkt,Station Gohrpunkt,6.709755946799809 51.09093247123397,19.76841319,380,,Errichtung einer Lei- tung: Ersatzneubau,6.709755946799809 51.09093247123397,6.709755946799809 51.09093247123397,,,Station Gohrpunkt
AMP-014,29336,31421,31195,,AC,,,,,,,,,1,2021,40,,9.145866817,3,,,,,,,,EnLAG,"14,15",Gohrpunkt,Station Gohrpunkt,69.23,70,6.709755946799809 51.09093247123397,Rommerskirchen,Umspannwerk Rommerskirchen,6.702194950358541 51.00886012106785,9.145866817,380,,Errichtung einer Lei- tung: Ersatzneubau,6.702194950358541 51.00886012106785,6.702194950358541 51.00886012106785,,,Station Gohrpunkt
AMP-014,29337,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Utfort ,,,,,Osterath,,,19.76841319,380,,Errichtung einer Lei- tung: Ersatzneubau,6.625829004351699 51.26061129731316,6.625829004351699 51.26061129731316,,,Station Bochum
AMP-014,29338,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Punkt Birkenhof,,,,,Gellep,,,143.7074775,380,,Errichtung einer Lei- tung: Ersatzneubau,8.332454974532505 52.21038338865864,8.332454974532505 52.21038338865864,,,Melle
AMP-018,29339,31195,30904,,AC,,,,,,,,,1,2024,40,,30.39897351,3,,,,,,,,15,15,Rommerskirchen,Umspannwerk Rommerskirchen,70,63.64,6.702194950358541 51.00886012106785,Sechtem,Station Sechtem,6.972459875900362 50.79563726078529,30.39897351,380,,Errichtung einer Lei- tung: Ersatzneubau,6.972459875900362 50.79563726078529,6.972459875900362 50.79563726078529,,,Station Bochum
AMP-022,29340,30928,,,AC,,,,,,,,,1,2025,40,,,3,,,,,,,,EnLAG,19,Kruckel,Station Kruckel,63.64,,7.417051340500602 51.457221874784416,Ochsenkopf,,,116.9763711,380,,Errichtung einer Lei- tung: Ersatzneubau,9.098784671335956 51.512074576244466,9.098784671335956 51.512074576244466,,,Ossendorf
AMP-022,29341,,,,AC,,,,,,,,,1,2025,40,,,3,,,,,,,,EnLAG,19,Ochsenkopf ,,,,,Dauersberg,,,82.80228124,380,,Errichtung einer Lei- tung: Ersatzneubau,7.863758842197247 50.76808852633666,7.863758842197247 50.76808852633666,,,Ossendorf
AMP-028,29342,31219,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,,,Wanne,Station Wanne,55.56,,7.140650192920247 51.55724834807932,Günnigfeld,,,146.7978959,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,7.5453360311890005 50.262711353062706,7.5453360311890005 50.262711353062706,,,Station Hünenfeld
AMP-028,29343,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,,,Emscherbruch,,,,,Emscherbruch,,,0,380,,für Dritte,6.506614008567626 51.19848427756595,6.506614008567626 51.19848427756595,,,Korschenbroich
AMP-032,29344,31096,30979,,AC,,,,,,,,,1,2030,40,,19.47467006,3,,,,,,,,EnLAG,14,Niederrhein,Station Niederrhein,73.33,60,6.6807962637334715 51.646328801088394,Utfort,Station Utfort,6.617199413011056 51.47583728028681,19.47467006,380,,Errichtung einer Lei- tung: Ersatzneubau,6.617199413011056 51.47583728028681,6.617199413011056 51.47583728028681,,,Station Bochum
AMP-P21,29345,,,,AC,,,,,,,,,1,2027,40,,,,,,,,,,,BBPIG,6,Regelzonengrenze TTG/AMP,,,,,Merzen,,,455.0565554,380,,Errichtung einer Leitung: Neubau in neuer Trasse,8.861525797588994 47.80643535471784,8.861525797588994 47.80643535471784,,,Beuren
AMP-P41,29346,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,15,Metternich,,,,,Niederstedem,,,192.3016181,380,,Errichtung einer Lei- tung: Ersatzneubau,6.475062982714686 49.92260878493446,6.475062982714686 49.92260878493446,,,Umspannwerk Zell
AMP-P47,29347,,,,AC,,,,,,,,,1,2025,40,,,,,,,,,,,BBPIG,19,Urberach ,,,,,"Pfungstadt
",,,22.06139888,380,,"Errichtung einer Leitung: Neubau in neuer Trasse; Errichtung einer
Leitung: Ersatzneu- bau; Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",8.588596431598917 49.815633721588135,8.588596431598917 49.815633721588135,,,Umspannwerk Zell
AMP-P47,29348,,,,AC,,,,,,,,,1,2025,40,,,,,,,,,,,BBPIG,19,"Pfungstadt
",,,,,Weinheim,,,49.06439316,380,,"Errichtung einer Leitung: Neubau in neuer Trasse; Errichtung einer
Leitung: Ersatzneu- bau; Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",8.626963252122508 49.543605582041856,8.626963252122508 49.543605582041856,,,Umspannwerk Zell
AMP-P47a,29349,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,76,Punkt Kriftel,,,,,Punkt Marxheim,,,5.000891872,380,,Errichtung einer Leitung: Ersatzneu- bau,8.435170664910492 50.05902070303217,,8.435170664910492 50.05902070303217,,Umspannwerk Zell
AMP-P47a,29350,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,76,Punkt Hattersheim,,,,, Farbwerke Höchst-Süd,,,480.1752882,380,,Leitungsneubau in bestehender 110kV-Trasse,9.109021413843367 54.37336850386463,9.109021413843367 54.37336850386463,,,Friedrichstadt
AMP-P52,29351,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,24,Rommelsbach,,,,,Herbertingen,,,233.4046835,380,,Errichtung einer Lei- tung: Ersatzneubau,9.425344076806475 48.06443972503238,9.425344076806475 48.06443972503238,,,Umspannwerk Zell
AMP-P52,29352,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,25,Wullenstetten,,,,,Niederwangen,,,207.3573247,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,7.194564904714311 52.86984106475365,7.194564904714311 52.86984106475365,,,110kV-Umspannwerk Achstetten
AMP-P154,29353,30906,30906,,AC,,,,,,,,,1,2023,40,,0,3,,,,,,,,,,Siegburg,Station Siegburg,66.67,66.67,7.1924101684630415 50.798900164895514,Siegburg,Station Siegburg,7.1924101684630415 50.798900164895514,0,380,,Errichtung einer Leitung: Neubau in neuer Trasse,7.1924101684630415 50.798900164895514,7.1924101684630415 50.798900164895514,,,Station Bochum
AMP-P310,29354,33900,32960,,AC,,,,,,,,,1,2025,40,,229.1936377,,,,,,,,,,,Bürstadt,Station Bürstadt,66.67,33.33,8.419373160819056 49.63371907511068,Kühmoos,Lastverteilung/Schaltanlage Kühmoos,7.958075914315599 47.59547794527875,229.1936377,380,,Errichtung einer Leitung: Ersatzneu- bau,7.958075914315599 47.59547794527875,HTLS Umbeseilung, Spannungsumstellung ,7.958075914315599 47.59547794527875,Station Bochum
AMP-P310,29355,,,,AC,,,,,,,,,1,2025,40,,,3,,,,,,,,,,Draxlanden,,,,,Kühmoos,,,229.1936377,380,,Errichtung einer Leitung: Ersatzneu- bau,7.958075914315599 47.59547794527875,Zubeseilung,7.958075914315599 47.59547794527875,,Karlsruhe-Daxlanden
AMP-P460,29356,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,,,Büscherhof ,,,,,Büscherhof ,,,0,380,,"Änderung oder Erweiterung einer Leitung: Zu- oder
Umbeseilung",6.926758989258765 51.49920569585058, beantragung der kapazitätseröhung auf 400MVA,6.926758989258765 51.49920569585058,,Station Büscherhof
TTG-006,29357,31062,31544,,AC,,,,,,,,,1,2024,40,,158.052853,6,,,,,,,,EnLAG,6,Wahle,Wahle 380 kV,58.82,100,10.365338662586142 52.28466156477866,Mecklar,Mecklar,9.746026530326525 50.9174270688464,158.052853,380,,Errichtung einer Leitung: Neubau in neuer Trasse,9.746026530326525 50.9174270688464,9.746026530326525 50.9174270688464,,,Umspannwerk Walzwerk (UWWW)
TTG-007,29358,,,,AC,,,,,,,,,1,2024,40,,,6,,,,,,,,EnLAG,5,Dörpen / West,,,,,Niederrhein (Punkt Meppen),,,326.868835,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,7.79232558177691 49.81051622941055,7.79232558177691 49.81051622941055,,,Umspannwerk Niederhausen
TTG-009,29359,31114,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,EnLAG,2,Ganderkesee,Ganderkesee,100,,8.563991876746766 53.03191782682749,St. Hülfe,,,48.28287149,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,8.403502360406835 52.60907601124505,8.403502360406835 52.60907601124505,,,Station Sankt Hülfe
TTG-P21,29360,31026,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,,,Conneforde,Conneforde,100,,8.052813201940419 53.33191378148668,Garrel/ Ost,,,40.95246964,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,8.027258408033157 52.96425173221768,8.027258408033157 52.96425173221768,,,Garrel
TTG-P21,29361,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,,,Garrel/ Ost,,,,,Cappeln/West,,,164.2262162,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,10.215210716152301 52.326193145237504,10.215210716152301 52.326193145237504,,,Peine/West
TTG-P21,29362,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,,,Cappeln/West,,,,,Regel- zonengrenze TTG/AMP,,,380,,Errichtung einer Leitung: Neubau in neuer Trasse,,,,,,Peine/West
TTG-P24,29363,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,7,Stade/West,,,,,Dollern,,,143.6364981,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,9.501790032393501 53.54281468005007,9.501790032393501 53.54281468005007,,,Umspannwerk Zell
TTG-P24,29364,31117,33494,,AC,,,,,,,,,1,2026,40,,50.62139369,6,,,,,,,,BBP,7,Dollern,Dollern,100,100,9.501790032393501 53.54281468005007,Sottrum,Sottrum,9.249511097600784 53.11377011761198,50.62139369,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,9.249511097600784 53.11377011761198,9.249511097600784 53.11377011761198,,,Sottrum
TTG-P24,29365,33494,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,7,Sottrum,Sottrum,100,,9.249511097600784 53.11377011761198,Mehringen (Grafschaft Hoya),,,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,Stromtragfähigkeit 4000A,,,,,Sottrum
TTG-P24,29366,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,7,Mehringen (Grafschaft Hoya),,,,,Landesbergen,,,60.43785797,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,9.108750523657129 52.577399355419985,9.108750523657129 52.577399355419985,,,Wasserkraftwerk Landesbergen
TTG-P25,29367,,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,BBP,8,Heide/West,,,,,Husum/Nord,,,38.83082567,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,9.07855723752111 54.5106695274633,9.07855723752111 54.5106695274633,,,UW Husum Nord
TTG-P25,29368,,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,BBP,8,Husum/Nord,,,,,Klixbüll/Süd,,,74.73651258,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,10.156282508555906 54.27554827511158,10.156282508555906 54.27554827511158,,,UW Husum Nord
TTG-P25,29369,,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,BBP,8,Klixbüll/Süd,,,,,Bundesgrenze DK,,,672.7956911,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,9.63693893238769 48.23684832839326,9.63693893238769 48.23684832839326,,,110kV-Umspannwerk Munderkingen
TTG-P33,29370,31062,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,10,Wahle,Wahle 380 kV,58.82,,10.365338662586142 52.28466156477866,Landesgrenze NI/ST (Mast 6),,,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Zu oder Umbeseilung auf HTL/ 4000A,,,,,Umspannwerk Walzwerk (UWWW)
TTG-P33,29371,,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,10,Hattorf ,,,,,Helmstedt,,,44.31517871,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,10.999333070802122 52.20014201370701,10.999333070802122 52.20014201370701,,,Umspannwerk Zell
TTG-P46,29372,31167,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,18,Redwitz,Umspannwerk Redwitz,53.85,,11.193698240199689 50.16222420264838, Schwandorf (Ostbayernring),,,311.707392,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,6.916477760258275 50.79953672726541,6.916477760258275 50.79953672726541,,,Station Schwadorf
TTG-P46,29373,33179,31532,,AC,,,,,,,,,1,2025,40,,65.21138752,6,,,,,,,,BBP,18,Mechlenreuth,Umspannwerk Mechlenreuth,66.67,62.5,11.81095506273847 50.18363584808292,Etzenricht,Umspannwerk Etzenricht,12.114769928393569 49.631152225899484,65.21138752,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,12.114769928393569 49.631152225899484,12.114769928393569 49.631152225899484,,,Umspannwerk Zell
TTG-P46,29374,31532,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,18,Etzenricht,Umspannwerk Etzenricht,62.5,,12.114769928393569 49.631152225899484, Schwandorf (Ostbayernring),,,393.0280445,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,6.916477760258275 50.79953672726541,6.916477760258275 50.79953672726541,,,Station Schwadorf
TTG-P48,29375,33438,,,AC,,,,,,,,,1,2024,40,,,3,,,,,,,,BBP,20,Grafenrheinfeld,Grafenrheinfeld,100,,10.187883452706167 49.98122647337771,Punkt Rittershausen,,,220.1390889,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,8.77868466020928 48.231197611055435,8.77868466020928 48.231197611055435,,,Umspannwerk Dotternhausen
TTG-P67,29376,33062,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,32,Simbach,Umspannwerk Simbach,53.85,,13.002766136405345 48.261999118038034,Matzenhof,,,258.9516934,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,9.553917794855415 48.66564598216842,9.553917794855415 48.66564598216842,,,Netze BW Umspannwerk Hattenhofen
TTG-P67,29377,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,32,Matzenhof,,,,,Bundesgrenze AT,,,48.07576075,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,9.63693893238769 48.23684832839326,9.63693893238769 48.23684832839326,,,110kV-Umspannwerk Munderkingen
TTG-P67,29378,32778,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,32,Altheim,Umspannwerk Altheim,53.85,,12.220835400057918 48.58573299883071,Adlkofen,,,467.7425381,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,7.91736019224477 51.756816193714144,7.91736019224477 51.756816193714144,,,Station Ahlen
TTG-P69,29379,,,,AC,,,,,,,,,1,2022,40,,,6,,,,,,,,BBP,34,Emden / Ost,,,,,Conneforde,,,603.5278074,380,2366.6MVA,Errichtung einer Lei- tung: Ersatzneubau,8.052813201940419 53.33191378148668,8.052813201940419 53.33191378148668,,,Emden West
TTG-P72,29380,,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,42,Kreis Segeberg,,,,,Lübeck / West,,,22.52447062,380,,Errichtung einer Lei- tung: Ersatzneubau,10.642246098937843 53.91873742551526,10.642246098937843 53.91873742551526,,,Umspannwerk Lübeck
TTG-P118,29381,31595,31544,,AC,,,,,,,,,1,2024,40,,224.3541024,6,,,,,,,,BBP,43,Borken,Station Borken,60,100,6.879875750355082 51.83942507749201,Mecklar,Mecklar,9.746026530326525 50.9174270688464,224.3541024,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,9.746026530326525 50.9174270688464,9.746026530326525 50.9174270688464,,,Station Bochum
TTG-P151,29382,31595,32165,,AC,,,,,,,,,1,2023,40,,156.4916325,6,,,,,,,,BBP,45,Borken,Station Borken,60,60,6.879875750355082 51.83942507749201,Twistetal,Umspannwerk Twistetal,8.99279244775296 51.34300940501005,156.4916325,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,8.99279244775296 51.34300940501005,8.99279244775296 51.34300940501005,,,Umspannwerk Zell
TTG-P185,29383,31167,,,AC,,,,,,,,,1,2021,40,,,6,,,,,,,,BBP,46,Redwitz,Umspannwerk Redwitz,53.85,,11.193698240199689 50.16222420264838,Landes- grenze BY / TH (Punkt Tschirn),,,380,2366.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Stromtragfähigkeit 3600A,,,,,Umspannwerk Zell
TNG-P47,29384,34195,,,AC,,,,,,,,,1,2031,40,,,,,,,,,,,BBP,19,Weinheim,Umspannwerk Weinheim,57.14,,8.626963252122508 49.543605582041856,Daxlanden,,,63.68084688,,,Errichtung einer Lei- tung: Ersatzneubau,8.313340225406092 49.0090434723512,8.313340225406092 49.0090434723512,,,Karlsruhe-Daxlanden
TNG-P47,29385,34195,,,AC,,,,,,,,,1,2031,40,,,,,,,,,,,BBP,19,Weinheim,Umspannwerk Weinheim,57.14,,8.626963252122508 49.543605582041856,Mannheim (G380),,,14.23709583,,,Errichtung einer Lei- tung: Ersatzneubau,8.501808581399017 49.44491154650559,8.501808581399017 49.44491154650559,,,Umspannwerk Zell
TNG-P47,29386,,,,AC,,,,,,,,,1,2031,40,,,,,,,,,,,BBP,19,Mannheim (G380),,,,,Altlußheim,,,28.98458587,,,Errichtung einer Lei- tung: Ersatzneubau,8.512099281893201 49.29400019252661,8.512099281893201 49.29400019252661,,,Umspannwerk Zell
TNG-P47,29387,34024,,,AC,,,,,,,,,1,2031,40,,,,,,,,,,,BBP,19,Altlußheim,Umspannwerk Altlußheim,62.5,,8.512099281893201 49.29400019252661,Daxlanden,,,34.85020341,,,Errichtung einer Lei- tung: Ersatzneubau,8.313340225406092 49.0090434723512,8.313340225406092 49.0090434723512,,,Umspannwerk Zell
TNG-P48,29388,,,,AC,,,,,,,,,1,2025,40,,,3,,,,,,,,BBP,20,Punkt Rittershausen,,,,,Kupferzell,,,86.34210817,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,9.694651058409693 49.23258454716998,9.694651058409693 49.23258454716998,,,Umspannwerk Zell
TNG-P48,29389,33749,32376,,AC,,,,,,,,,1,2025,40,,41.40225295,3,,,,,,,,BBP,20,Kupferzell,Umspannwerk Kupferzell,62.5,55,9.694651058409693 49.23258454716998,Großgartach,Süwag-Umspannwerk Großgartach,9.143177240658266 49.14352562982289,41.40225295,380,,Errichtung einer Lei- tung: Ersatzneubau,9.143177240658266 49.14352562982289,9.143177240658266 49.14352562982289,,,Umspannwerk Zell
TNG-P49,29390,,,,AC,,,,,,,,,1,2029,40,,,,,,,,,,,BBP,21,Daxlanden,,,,,Bühl/ Kuppenheim,,,114.1090203,380,,Errichtung einer Lei- tung: Ersatzneubau,8.248729079824315 48.84631655943378,8.248729079824315 48.84631655943378,,,Karlsruhe-Daxlanden
TNG-P49,29391,,,,AC,,,,,,,,,1,2029,40,,,,,,,,,,,BBP,21,Bühl/ Kuppenheim,,,,,Weier,,,63.77631443,380,,Errichtung einer Lei- tung: Ersatzneubau,7.908666282746797 48.501784102651996,7.908666282746797 48.501784102651996,,,Umspannwerk Zell
TNG-P49,29392,35649,34709,,AC,,,,,,,,,1,2029,40,,46.20559244,,,,,,,,,BBP,21,Weier,Erweiterung Umspannwerk Weier,29.41,53.66,7.908666282746797 48.501784102651996,Eichstetten,380-kV-Umspannwerk Eichstetten,7.753495510341039 48.09935573343809,46.20559244,380,,Errichtung einer Lei- tung: Ersatzneubau,7.753495510341039 48.09935573343809,7.753495510341039 48.09935573343809,,,380kV-Umspannwerk Grünkraut
TNG-P70,29393,31829,,,AC,,,,,,,,,1,2022,40,,,,,,,,,,,BBP,35,Birkenfeld,220 kV-Umspannwerk Birkenfeld,51.28,,8.641627910762603 48.89007089696151,Mast 115A,,,380,,"Errichtung einer Leitung: Neubau in neuer Trasse; Errichtung einer
Leitung: Ersatzneu- bau; Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",bestehende 110kV Leitung, soll auf neuer 380kV-Trasse mitgeführt werden,,,,220-kV-Umspannwerk Kuppenheim
DC1,29394,,,,DC,,,,,,,,,1,2027,40,,,,,,,,,,,BBP,1,Emden / Ost,,,,,Osterath,,,300.5498696,,2GW,Errichtung einer Leitung: Neubau in neuer Trasse,6.625829004351699 51.26061129731316,6.625829004351699 51.26061129731316,,,Station Bochum
DC2,29395,31188,,,DC,,,,,,,,,1,2024,40,,,,,,,,,,,BBP,2,Osterath,Station Osterath,66.67,,6.625829004351699 51.26061129731316,Philippsburg (Ultranet),,,262.036473,380,2 GW,Errichtung einer Leitung: Ersatzneu- bau,8.46578496756474 49.22151664004841,,8.46578496756474 49.22151664004841,,Umspannwerk Philippsburg
DC3,29396,31658,,,DC,,,,,,,,,1,2028,40,,,,,,,,,,,BBP,3,Brunsbüttel,Umspannwerk Kernkraftwerk Brunsbüttel,45.83,,9.201683603864101 53.89581463892435,Großgartach (SuedLink),,,528.7460418,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,9.143177240658266 49.14352562982289,9.143177240658266 49.14352562982289,,,Süwag-Umspannwerk Großgartach
DC4,29397,,,,DC,,,,,,,,,1,2028,40,,,,,,,,,,,BBP,4,Wilster / West,,,,,Bergrheinfeld / West (SuedLink),,,406.7646048,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,10.16030331266777 49.98915674945729,10.16030331266777 49.98915674945729,,,Umspannwerk Bergrheinfeld
DC5,29398,31318,32780,,DC,,,,,,,,,1,2027,40,,410.0188476,,,,,,,,,BBP,5,Wolmirstedt,Umspannwerk Wolmirstedt,64.71,100,11.6401668419024 52.26899390911886,Isar,Isar,12.296883821275578 48.60690994546696,410.0188476,380,2 GW,Errichtung einer Leitung: Neubau in neuer Trasse,12.296883821275578 48.60690994546696,12.296883821275578 48.60690994546696,,,Umspannwerk Zell
